complaint_id,road_segment_id,complaint_date,complaint_time,latitude,longitude,location_description,complaint_text,language,damage_type,severity,traffic_impact,safety_risk,vehicle_accident_reported,pedestrian_risk,two_wheeler_risk,emergency_route,status,assigned_department,resolution_date,resolution_type,photo_path,submission_channel
CMP_001134,RD_00381,01-04-2026,06:38,13.087566,80.262332,Near Besant Nagar,Road repaired recently but surface is failing again,English,Poor_Restoration,High,Medium,High,No,No,No,No,Open,GCC Roads,,,,legacy_record
CMP_001135,RD_00999,21-05-2026,08:00,13.018283,80.274367,Near Pallikaranai,Unsafe road condition reported by residents,Tamil,Uneven_Surface,High,Medium,High,No,No,No,No,In Progress,GCC Roads,,,,legacy_record
CMP_001136,RD_00332,20-05-2026,14:53,12.905811,80.291789,Near Perungudi,Damaged section is affecting normal traffic,English,Obstruction,High,Medium,Medium,No,No,No,No,Open,GCC Roads,,,,legacy_record
CMP_001137,RD_00477,02-05-2026,12:38,12.91236,80.29534,Near Nungambakkam,Road condition is worsening at this location,Tamil,Faded_Road_Marking,High,Medium,Low,No,No,No,No,Resolved,GCC Roads,17-05-2026,Resurfacing,,legacy_record
CMP_001138,RD_00482,23-02-2026,03:05,13.083599,80.280978,Near Thoraipakkam,Deep pothole damaging two-wheelers,Tamil-English,Pothole,Medium,High,High,No,No,No,No,Resolved,GCC Roads,18-03-2026,Pothole filling,,legacy_record
CMP_001139,RD_00485,03-04-2026,19:38,13.100566,80.19727,Near Adambakkam,Damaged section is affecting normal traffic,Tamil-English,Uneven_Surface,Medium,Low,Low,No,No,No,No,Resolved,GCC Roads,23-04-2026,Resurfacing,,legacy_record
CMP_001140,RD_00477,21-02-2026,21:45,12.912599,80.295074,Near Nungambakkam,Damaged section is affecting normal traffic,Tamil-English,Subsidence,High,Low,,No,No,No,No,Resolved,GCC Roads,02-03-2026,Resurfacing,,legacy_record
CMP_001141,RD_00360,16-02-2026,22:48,12.966807,80.165625,Near Shenoy Nagar,Road defect requires inspection and repair,Tamil-English,Damaged_Curb,High,Medium,High,No,No,No,No,Open,GCC Roads,,,,legacy_record
CMP_001142,RD_00358,01-06-2026,12:59,12.954556,80.253706,Near Mogappair,Road condition is worsening at this location,English,Damaged_Median,Medium,Medium,,No,No,No,No,In Progress,GCC Roads,,,,legacy_record
CMP_001143,RD_00722,23-06-2026,04:59,13.030286,80.289757,Near Medavakkam,Damaged section is affecting normal traffic,Tamil-English,Edge_Cracking,Medium,High,Low,No,No,No,No,In Progress,GCC Roads,,,,legacy_record
CMP_001144,RD_00280,30-05-2026,12:35,12.934251,80.243262,Near Saidapet,Road condition is worsening at this location,English,Depression,Medium,High,High,No,No,Yes,Yes,Resolved,GCC Roads,27-06-2026,Resurfacing,,legacy_record
CMP_001145,RD_00805,21-05-2026,16:09,13.146006,80.194354,Near Maduravoyal,Road defect requires inspection and repair,Tamil,Road_Work_Incomplete,High,Medium,Low,No,No,No,No,Open,GCC Roads,,,,legacy_record
CMP_001146,RD_00109,03-04-2026,22:09,13.109673,80.183473,Near Medavakkam,Road condition is worsening at this location,English,Damaged_Manhole,Medium,Low,Medium,No,No,No,No,In Progress,GCC Roads,,,,legacy_record
CMP_001147,RD_00786,05-03-2026,14:00,12.918093,80.158174,Near Perungudi,Unsafe road condition reported by residents,Tamil-English,Uneven_Surface,Medium,Low,Medium,Yes,No,No,No,In Progress,GCC Roads,,,,legacy_record
CMP_001148,RD_00902,30-04-2026,03:04,13.064668,80.256288,Near Nungambakkam,Road condition is worsening at this location,English,Road_Work_Incomplete,Low,Low,Medium,No,Yes,No,No,Resolved,GCC Roads,11-05-2026,Resurfacing,,legacy_record
CMP_001149,RD_00811,10-02-2026,19:50,12.963557,80.277605,Near Mogappair,Road defect requires inspection and repair,Tamil-English,Damaged_Curb,High,Medium,Low,No,No,No,No,In Progress,GCC Roads,,,,legacy_record
CMP_001150,RD_00745,28-02-2026,17:07,13.088579,80.242038,Near Porur,Road surface is damaged and needs attention,English,Damaged_Signage,High,Low,Critical,No,No,No,No,Open,GCC Roads,,,,legacy_record
CMP_001151,RD_00343,27-03-2026,15:44,12.947027,80.162582,Near Saidapet,Damaged section is affecting normal traffic,Tamil,Construction_Debris,High,High,Medium,No,No,No,Yes,In Progress,GCC Roads,,,,legacy_record
CMP_001152,RD_00717,04-01-2026,01:09,12.992439,80.25428,Near Mylapore,Road surface is damaged and needs attention,English,Subsidence,Low,Medium,Medium,No,No,No,No,Resolved,GCC Roads,16-01-2026,Resurfacing,,legacy_record
CMP_001153,RD_00383,29-03-2026,14:42,12.98708,80.215559,Near Thoraipakkam,Damaged section is affecting normal traffic,Tamil-English,Obstruction,High,Severe,Low,No,No,No,No,Resolved,GCC Roads,08-04-2026,Resurfacing,,legacy_record
CMP_001154,RD_00276,18-04-2026,02:05,13.093953,80.271283,Near Saidapet,Road defect requires inspection and repair,Tamil,Broken_Streetlight,Medium,Medium,Medium,No,No,No,No,Resolved,GCC Roads,04-05-2026,Resurfacing,,legacy_record
CMP_001155,RD_00958,07-05-2026,06:55,13.100377,80.26822,Near Anna Nagar,Road defect requires inspection and repair,Tamil-English,Edge_Cracking,Medium,High,Medium,No,No,No,No,In Progress,GCC Roads,,,,legacy_record
CMP_001156,RD_00955,16-06-2026,19:45,12.978222,80.219119,Near Guindy,Road surface is damaged and needs attention,Tamil,Damaged_Footpath,High,Medium,Low,No,No,No,No,Resolved,GCC Roads,22-06-2026,Resurfacing,,legacy_record
CMP_001157,RD_00079,27-03-2026,08:57,12.945585,80.287535,Near Guindy,Road condition is worsening at this location,Tamil,Damaged_Manhole,Medium,Low,Medium,No,No,No,No,In Progress,GCC Roads,,,,legacy_record
CMP_001158,RD_00146,02-04-2026,07:13,13.117051,80.177236,Near Medavakkam,Unsafe road condition reported by residents,English,Edge_Cracking,Medium,Low,High,No,No,No,No,Resolved,GCC Roads,01-05-2026,Resurfacing,,legacy_record
CMP_001159,RD_00415,06-04-2026,14:56,13.135905,80.265625,Near Besant Nagar,Unsafe road condition reported by residents,Tamil-English,Obstruction,Critical,High,High,No,No,No,No,In Progress,GCC Roads,,,,legacy_record
CMP_001160,RD_00076,10-04-2026,13:32,13.098249,80.243248,Near Besant Nagar,Road condition is worsening at this location,Tamil,Uneven_Surface,Medium,High,Medium,No,No,No,No,Open,GCC Roads,,,,legacy_record
CMP_001161,RD_00567,10-01-2026,18:55,13.108114,80.243495,Near Guindy,Road defect requires inspection and repair,Tamil,Alligator_Cracking,Low,High,Medium,No,No,No,No,Open,GCC Roads,,,,legacy_record
CMP_001162,RD_00983,14-08-2026,10:36,12.941755,80.287099,Near Guindy,Unsafe road condition reported by residents,English,Damaged_Curb,High,High,,Yes,No,No,No,In Progress,GCC Roads,,,,legacy_record
CMP_001163,RD_00594,17-05-2026,00:25,12.934754,80.296108,Near Saidapet,Road has been dug up for utility work,Tamil-English,Utility_Excavation,High,Medium,Medium,No,No,No,No,Open,GCC Roads,,,,legacy_record
CMP_001164,RD_00440,14-03-2026,14:35,13.051613,80.270086,Near Taramani,Road surface has developed multiple cracks,Tamil,Crack,Medium,High,High,No,No,No,No,In Progress,GCC Roads,,,,legacy_record
CMP_001165,RD_00611,16-03-2026,17:59,13.029933,80.154988,Near Besant Nagar,Unsafe road condition reported by residents,English,Obstruction,High,,Medium,No,No,No,No,Resolved,GCC Roads,01-04-2026,Resurfacing,,legacy_record
CMP_001166,RD_00600,01-08-2026,12:29,12.904372,80.253281,Near Mylapore,Road condition is worsening at this location,Tamil-English,Obstruction,Medium,Medium,High,No,No,No,No,Open,GCC Roads,,,,legacy_record
CMP_001167,RD_00815,04-04-2026,09:02,12.906389,80.252987,Near Saidapet,Road has been dug up for utility work,Tamil,Utility_Excavation,Low,Medium,High,No,No,No,No,Open,GCC Roads,,,,legacy_record
CMP_001168,RD_00647,27-01-2026,06:52,12.986493,80.179759,Near Ambattur,Road condition is worsening at this location,Tamil-English,Other,Medium,Medium,,No,Yes,No,No,Resolved,GCC Roads,17-02-2026,Resurfacing,,legacy_record
CMP_001169,RD_00937,17-03-2026,00:36,12.960141,80.232898,Near Guindy,Large pothole near the road junction causing vehicles to slow down,English,Pothole,Low,Medium,Low,No,No,No,No,In Progress,GCC Roads,,,,legacy_record
CMP_001170,RD_00896,13-03-2026,08:40,12.982011,80.181559,Near Adambakkam,Road condition is worsening at this location,English,Uneven_Surface,High,High,Critical,No,No,No,No,Open,GCC Roads,,,,legacy_record
CMP_001171,RD_00225,18-04-2026,23:53,13.142629,80.2741,Near Ambattur,Road condition is worsening at this location,Tamil-English,Road_Work_Incomplete,High,Medium,Medium,No,Yes,No,No,Resolved,GCC Roads,15-05-2026,Resurfacing,,legacy_record
CMP_001172,RD_00539,19-06-2026,06:49,12.919109,80.206084,Near Pallikaranai,Road drainage is not functioning properly,Tamil-English,Drainage_Failure,High,Severe,Critical,No,No,No,No,Open,GCC Roads,,,,legacy_record
CMP_001173,RD_00103,12-08-2026,18:15,13.029583,80.246001,Near Velachery,Road defect requires inspection and repair,Tamil-English,Damaged_Footpath,Low,High,Medium,No,No,No,No,Open,GCC Roads,,,,legacy_record
CMP_001174,RD_00139,14-02-2026,07:52,12.942181,80.209026,Near Thoraipakkam,Road drainage is not functioning properly,English,Drainage_Failure,Critical,High,Medium,No,No,No,No,Open,GCC Roads,,,,legacy_record
CMP_001175,RD_00174,28-06-2026,14:04,13.010033,80.165509,Near Nungambakkam,Damaged section is affecting normal traffic,English,Broken_Streetlight,Medium,,Medium,No,Yes,No,No,Resolved,GCC Roads,10-07-2026,Resurfacing,,legacy_record
CMP_001176,RD_00981,16-06-2026,22:50,13.000075,80.152215,Near Besant Nagar,Recently restored road surface has deteriorated again,English,Poor_Restoration,Low,Low,Medium,No,No,No,No,Open,GCC Roads,,,,legacy_record
CMP_001177,RD_00031,17-06-2026,19:16,13.000284,80.215011,Near Mogappair,Road surface is damaged and needs attention,English,Road_Work_Incomplete,Critical,High,Low,No,No,No,No,In Progress,GCC Roads,,,,legacy_record
CMP_001178,RD_00192,04-07-2026,11:01,12.961905,80.258789,Near Ambattur,Road condition is worsening at this location,Tamil-English,Missing_Road_Marking,Low,Low,Critical,No,No,No,Yes,Resolved,GCC Roads,14-07-2026,Resurfacing,,legacy_record
CMP_001179,RD_00485,11-04-2026,01:23,13.102376,80.197566,Near Adambakkam,Utility trench restoration is damaged and unsafe,English,Unrestored_Road_Cut,Low,High,Low,No,No,No,No,Resolved,GCC Roads,16-04-2026,Resurfacing,,legacy_record
CMP_001180,RD_00542,15-06-2026,03:46,13.041093,80.268425,Near Nungambakkam,Road condition is worsening at this location,English,Broken_Streetlight,High,Low,,Yes,No,No,No,Resolved,GCC Roads,29-06-2026,Resurfacing,,legacy_record
CMP_001181,RD_00386,05-02-2026,06:37,12.920125,80.204406,Near Guindy,Damaged section is affecting normal traffic,English,Damaged_Manhole,High,High,Medium,No,No,No,No,Open,GCC Roads,,,,legacy_record
CMP_001182,RD_00367,14-03-2026,06:19,13.142318,80.290036,Near Nungambakkam,Road surface is damaged and needs attention,Tamil-English,Faded_Road_Marking,Low,Severe,Low,No,No,No,No,Open,GCC Roads,,,,legacy_record
CMP_001183,RD_00069,28-03-2026,08:36,13.09272,80.178667,Near Mogappair,Severe waterlogging affecting traffic movement,Tamil-English,Waterlogging,High,Medium,Medium,No,No,No,No,In Progress,GCC Roads,,,,legacy_record
CMP_001184,RD_00109,02-07-2026,19:18,13.108446,80.184633,Near Medavakkam,Road condition is worsening at this location,Tamil-English,Road_Collapse,High,Severe,Low,No,Yes,No,No,Resolved,GCC Roads,25-07-2026,Resurfacing,,legacy_record
CMP_001185,RD_00912,09-05-2026,04:43,13.084252,80.16676,Near Saidapet,Road surface is damaged and needs attention,Tamil,Missing_Road_Marking,High,Medium,High,No,No,No,No,Open,GCC Roads,,,,legacy_record
CMP_001186,RD_00781,27-02-2026,06:09,12.935457,80.211957,Near Maduravoyal,Unsafe road condition reported by residents,English,Obstruction,High,Medium,Low,No,No,No,No,Open,GCC Roads,,,,legacy_record
CMP_001187,RD_00881,26-05-2026,23:10,13.146504,80.264719,Near Nungambakkam,Road defect requires inspection and repair,Tamil-English,Construction_Debris,Low,Medium,Low,No,No,No,No,Resolved,GCC Roads,31-05-2026,Resurfacing,,legacy_record
CMP_001188,RD_00374,31-03-2026,11:59,13.110119,80.174852,Near Shenoy Nagar,Several potholes visible on the carriageway,Tamil,Pothole,Medium,High,Critical,No,No,No,No,Resolved,GCC Roads,02-04-2026,Pothole filling,,legacy_record
CMP_001189,RD_00107,29-06-2026,14:08,13.016176,80.194992,Near Porur,Unsafe road condition reported by residents,Tamil,Damaged_Median,High,Medium,Low,No,Yes,No,No,Open,GCC Roads,,,,legacy_record
CMP_001190,RD_00744,14-01-2026,20:50,13.021312,80.203049,Near Maduravoyal,Road condition is worsening at this location,Tamil,Alligator_Cracking,Medium,Medium,Critical,No,No,No,No,Open,GCC Roads,,,,legacy_record
CMP_001191,RD_00590,20-05-2026,12:14,13.008819,80.195609,Near Pallikaranai,Damaged section is affecting normal traffic,English,Obstruction,High,High,Low,No,No,No,No,Open,GCC Roads,,,,legacy_record
CMP_001192,RD_00896,24-06-2026,19:33,12.983025,80.181328,Near Adambakkam,Road defect requires inspection and repair,Tamil-English,Damaged_Curb,Medium,Medium,Medium,No,No,No,No,Open,GCC Roads,,,,legacy_record
CMP_001193,RD_00788,12-03-2026,09:24,13.112064,80.284484,Near Mylapore,Several potholes visible on the carriageway,Tamil-English,Pothole,Critical,High,Low,Yes,No,No,No,Resolved,GCC Roads,21-03-2026,Pothole filling,,legacy_record
CMP_001194,RD_00067,03-01-2026,05:13,12.961264,80.174445,Near Taramani,Unsafe road condition reported by residents,English,Uneven_Surface,Low,High,High,No,No,No,No,Open,GCC Roads,,,,legacy_record
CMP_001195,RD_00814,18-02-2026,16:48,13.121029,80.298911,Near Ambattur,Road surface is damaged and needs attention,Tamil,Damaged_Manhole,Medium,Medium,Medium,No,No,Yes,No,Open,GCC Roads,,,,legacy_record
CMP_001196,RD_00074,10-07-2026,08:44,12.997691,80.273404,Near T Nagar,Road surface is damaged and needs attention,Tamil-English,Uneven_Surface,Medium,Medium,Medium,Yes,Yes,No,No,In Progress,GCC Roads,,,,legacy_record
CMP_001197,RD_00338,01-08-2026,00:00,12.917209,80.205058,Near Nungambakkam,Road condition is worsening at this location,English,Road_Work_Incomplete,Medium,High,Medium,No,No,Yes,No,In Progress,GCC Roads,,,,legacy_record
CMP_001198,RD_00020,16-04-2026,07:23,13.081554,80.28483,Near Velachery,Damaged section is affecting normal traffic,Tamil-English,Road_Surface_Deterioration,Low,Low,Medium,No,No,No,No,Open,GCC Roads,,,,legacy_record
CMP_001199,RD_00318,16-07-2026,04:44,12.924299,80.179753,Near Shenoy Nagar,Road defect requires inspection and repair,Tamil-English,Uneven_Surface,Medium,High,High,No,No,No,No,Open,GCC Roads,,,,legacy_record
CMP_001200,RD_00809,15-05-2026,04:50,13.146951,80.169764,Near Saidapet,Road condition is worsening at this location,English,Other,Low,Low,Medium,No,No,No,No,Open,GCC Roads,,,,legacy_record
CMP_001201,RD_00830,28-03-2026,13:15,13.065429,80.211338,Near Mylapore,Road drainage is not functioning properly,English,Drainage_Failure,Medium,,Low,Yes,No,No,No,In Progress,GCC Roads,,,,legacy_record
CMP_001202,RD_00227,02-02-2026,21:36,12.919541,80.18346,Near Nungambakkam,Road defect requires inspection and repair,English,Faded_Road_Marking,Medium,Medium,Medium,No,Yes,No,Yes,Resolved,GCC Roads,09-02-2026,Resurfacing,,legacy_record
CMP_001203,RD_00926,28-05-2026,16:16,13.110372,80.300873,Near Mylapore,Road condition is worsening at this location,Tamil-English,Road_Collapse,Medium,High,Medium,No,No,No,No,Resolved,GCC Roads,22-06-2026,Resurfacing,,legacy_record
CMP_001204,RD_00332,16-07-2026,20:09,12.906874,80.292235,Near Perungudi,Large pothole near the road junction causing vehicles to slow down,Tamil-English,Pothole,High,High,Medium,No,No,Yes,No,In Progress,GCC Roads,,,,legacy_record
CMP_001205,RD_00029,02-08-2026,19:28,12.908443,80.274683,Near Mogappair,Damaged section is affecting normal traffic,Tamil-English,Alligator_Cracking,High,Medium,Low,No,No,No,No,Open,GCC Roads,,,,legacy_record
CMP_001206,RD_00068,23-08-2026,13:00,13.044329,80.288127,Near Taramani,Damaged section is affecting normal traffic,English,Missing_Road_Marking,High,Medium,Low,No,Yes,No,No,Open,GCC Roads,,,,legacy_record
CMP_001207,RD_00636,23-01-2026,11:10,13.030931,80.188351,Near Pallikaranai,Deep pothole damaging two-wheelers,Tamil,Pothole,Medium,Low,Low,No,No,No,No,Open,GCC Roads,,,,legacy_record
CMP_001208,RD_00979,14-01-2026,17:14,12.940202,80.188673,Near Besant Nagar,Unsafe road condition reported by residents,Tamil-English,Faded_Road_Marking,High,High,Medium,Yes,No,Yes,No,Open,GCC Roads,,,,legacy_record
CMP_001209,RD_00329,20-03-2026,22:49,13.028483,80.173551,Near Taramani,Road condition is worsening at this location,Tamil,Broken_Streetlight,High,Low,High,No,No,No,No,Open,GCC Roads,,,,legacy_record
CMP_001210,RD_00206,11-07-2026,08:12,13.082125,80.295266,Near Saidapet,Road defect requires inspection and repair,Tamil-English,Obstruction,Medium,Medium,Medium,No,No,Yes,No,In Progress,GCC Roads,,,,legacy_record
CMP_001211,RD_00560,20-02-2026,14:38,12.957118,80.176053,Near T Nagar,Damaged section is affecting normal traffic,English,Road_Work_Incomplete,Medium,Low,Medium,No,No,No,No,Resolved,GCC Roads,22-02-2026,Resurfacing,,legacy_record
CMP_001212,RD_00073,05-03-2026,02:03,13.098558,80.179219,Near Medavakkam,Road defect requires inspection and repair,Tamil,Depression,Critical,Low,Medium,No,No,No,No,In Progress,GCC Roads,,,,legacy_record
CMP_001213,RD_00421,25-05-2026,15:20,12.963692,80.263179,Near Taramani,Unsafe road condition reported by residents,English,Alligator_Cracking,Medium,Medium,,No,No,No,No,Open,GCC Roads,,,,legacy_record
CMP_001214,RD_00500,25-07-2026,22:47,13.131611,80.174163,Near Adyar,Damaged section is affecting normal traffic,Tamil,Construction_Debris,Medium,High,High,No,No,No,No,Open,GCC Roads,,,,legacy_record
CMP_001215,RD_00858,21-08-2026,02:10,13.079089,80.268115,Near Mogappair,Recently restored road surface has deteriorated again,Tamil,Poor_Restoration,Medium,Medium,Low,No,No,No,No,Resolved,GCC Roads,06-09-2026,Resurfacing,,legacy_record
CMP_001216,RD_00677,15-01-2026,17:52,12.910132,80.16679,Near T Nagar,Road drainage is not functioning properly,Tamil,Drainage_Failure,Low,Medium,Low,No,No,No,No,Resolved,GCC Roads,31-01-2026,Resurfacing,,legacy_record
CMP_001217,RD_00935,26-04-2026,02:10,13.002766,80.179397,Near Maduravoyal,Road condition is worsening at this location,English,Damaged_Curb,High,Medium,Medium,No,No,No,No,Resolved,GCC Roads,21-05-2026,Resurfacing,,legacy_record
CMP_001218,RD_00435,11-02-2026,15:59,13.012121,80.212674,Near Shenoy Nagar,Road repaired recently but surface is failing again,Tamil-English,Poor_Restoration,Low,Medium,Low,No,Yes,No,No,In Progress,GCC Roads,,,,legacy_record
CMP_001219,RD_00911,17-06-2026,11:59,13.03841,80.297613,Near Medavakkam,Unsafe road condition reported by residents,Tamil,Damaged_Median,Low,Low,Low,Yes,No,No,No,Resolved,GCC Roads,25-06-2026,Resurfacing,,legacy_record
CMP_001220,RD_00413,13-03-2026,08:16,12.904822,80.273113,Near Adambakkam,Road surface is damaged and needs attention,Tamil-English,Faded_Road_Marking,Medium,Severe,Low,No,No,No,No,Open,GCC Roads,,,,legacy_record
CMP_001221,RD_00071,23-08-2026,05:47,12.951086,80.25246,Near Besant Nagar,Excavated section remains uneven after utility work,Tamil,Unrestored_Road_Cut,High,Low,High,No,No,No,No,Resolved,GCC Roads,30-08-2026,Resurfacing,,legacy_record
CMP_001222,RD_00254,04-05-2026,00:53,13.137059,80.226143,Near Taramani,Road surface is damaged and needs attention,English,Damaged_Signage,Medium,Medium,Medium,No,No,No,No,Resolved,GCC Roads,07-05-2026,Resurfacing,,legacy_record
CMP_001223,RD_00493,05-04-2026,01:16,12.955742,80.178833,Near Mogappair,Road surface is damaged and needs attention,Tamil-English,Depression,Medium,Low,Low,No,No,No,No,Open,GCC Roads,,,,legacy_record
CMP_001224,RD_00463,20-04-2026,09:57,13.03011,80.181916,Near Besant Nagar,Road defect requires inspection and repair,Tamil-English,Road_Surface_Deterioration,Medium,High,Medium,No,No,No,No,In Progress,GCC Roads,,,,legacy_record
CMP_001225,RD_00460,06-03-2026,13:14,13.079594,80.204508,Near Mogappair,Road defect requires inspection and repair,Tamil,Damaged_Manhole,Medium,,,No,No,No,No,Resolved,GCC Roads,31-03-2026,Resurfacing,,legacy_record
CMP_001226,RD_00342,19-02-2026,15:01,13.077649,80.207541,Near Besant Nagar,Cracks spreading along the lane,Tamil-English,Crack,Medium,Medium,Low,No,No,No,No,Resolved,GCC Roads,26-02-2026,Resurfacing,,legacy_record
CMP_001227,RD_00049,18-05-2026,20:13,13.012727,80.242397,Near Nungambakkam,Damaged section is affecting normal traffic,English,Obstruction,High,,High,No,No,No,No,Open,GCC Roads,,,,legacy_record
CMP_001228,RD_00962,08-01-2026,18:26,12.949204,80.226952,Near Porur,Damaged section is affecting normal traffic,Tamil-English,Rutting,Critical,Low,Medium,No,No,No,No,In Progress,GCC Roads,,,,legacy_record
CMP_001229,RD_00517,14-08-2026,13:44,13.13015,80.225079,Near Pallikaranai,Road condition is worsening at this location,English,Damaged_Curb,Medium,Medium,Medium,No,No,No,Yes,Resolved,GCC Roads,20-08-2026,Resurfacing,,legacy_record
CMP_001230,RD_00446,04-06-2026,01:30,13.137904,80.283019,Near Taramani,Road section repeatedly floods during rain,Tamil-English,Waterlogging,Medium,Low,Medium,No,No,No,No,In Progress,GCC Roads,,,,legacy_record
CMP_001231,RD_00909,22-01-2026,06:14,12.924323,80.189501,Near Anna Nagar,Damaged section is affecting normal traffic,English,Damaged_Footpath,Low,Medium,Low,No,No,No,No,Open,GCC Roads,,,,legacy_record
CMP_001232,RD_00197,30-01-2026,19:52,12.967998,80.273603,Near Maduravoyal,Road surface is damaged and needs attention,Tamil,Missing_Manhole_Cover,Medium,Low,Medium,No,No,No,No,Resolved,GCC Roads,08-02-2026,Resurfacing,,legacy_record
CMP_001233,RD_00380,11-02-2026,11:59,12.942348,80.18654,Near Taramani,Road surface is damaged and needs attention,Tamil-English,Edge_Cracking,High,Low,High,No,No,No,No,Resolved,GCC Roads,27-02-2026,Resurfacing,,legacy_record
CMP_001234,RD_00882,20-04-2026,18:22,12.904435,80.240669,Near Mogappair,Unsafe road condition reported by residents,English,Damaged_Footpath,Medium,Medium,High,No,No,No,No,Resolved,GCC Roads,28-04-2026,Resurfacing,,legacy_record
CMP_001235,RD_00884,03-02-2026,01:37,13.038124,80.224257,Near Adambakkam,Road defect requires inspection and repair,Tamil,Other,Low,Medium,Medium,No,No,No,No,Open,GCC Roads,,,,legacy_record
CMP_001236,RD_00533,29-04-2026,02:58,13.023278,80.17023,Near Nungambakkam,Unsafe road condition reported by residents,Tamil,Damaged_Curb,High,Low,Low,No,No,No,No,Open,GCC Roads,,,,legacy_record
CMP_001237,RD_00179,03-01-2026,01:32,13.143863,80.270095,Near Maduravoyal,Utility trench restoration is damaged and unsafe,Tamil-English,Unrestored_Road_Cut,Medium,Medium,Low,No,No,No,No,In Progress,GCC Roads,,,,legacy_record
CMP_001238,RD_00906,25-01-2026,01:37,13.013486,80.185032,Near Nungambakkam,Road condition is worsening at this location,English,Road_Work_Incomplete,Medium,Medium,Medium,No,No,No,No,Open,GCC Roads,,,,legacy_record
CMP_001239,RD_00716,04-02-2026,10:24,12.959745,80.162251,Near Anna Nagar,Utility trench restoration is damaged and unsafe,Tamil-English,Unrestored_Road_Cut,Medium,Low,Critical,No,No,No,No,Open,GCC Roads,,,,legacy_record
CMP_001240,RD_00493,25-07-2026,00:06,12.953935,80.178341,Near Mogappair,Unsafe road condition reported by residents,Tamil,Missing_Road_Marking,High,High,High,No,No,No,No,Open,GCC Roads,,,,legacy_record
CMP_001241,RD_00005,27-03-2026,01:14,13.052427,80.275355,Near Anna Nagar,Cracks spreading along the lane,English,Crack,Critical,Medium,Critical,No,No,No,No,Open,GCC Roads,,,,legacy_record
CMP_001242,RD_00633,06-01-2026,23:25,13.014961,80.191821,Near Maduravoyal,Unsafe road condition reported by residents,Tamil,Depression,Low,Medium,Medium,No,No,No,No,In Progress,GCC Roads,,,,legacy_record
CMP_001243,RD_00052,12-05-2026,02:14,13.037629,80.173983,Near Besant Nagar,Road defect requires inspection and repair,English,Broken_Streetlight,Critical,High,Low,No,No,No,No,Resolved,GCC Roads,16-05-2026,Resurfacing,,legacy_record
CMP_001244,RD_00368,07-04-2026,09:54,12.97083,80.288429,Near Thoraipakkam,Road condition is worsening at this location,Tamil-English,Obstruction,High,High,Medium,No,No,No,No,Open,GCC Roads,,,,legacy_record
CMP_001245,RD_00264,13-06-2026,23:22,13.038497,80.245177,Near Adambakkam,Road condition is worsening at this location,English,Construction_Debris,Critical,Medium,High,No,No,No,Yes,Resolved,GCC Roads,17-06-2026,Resurfacing,,legacy_record
CMP_001246,RD_00028,25-07-2026,04:38,13.026044,80.269827,Near T Nagar,Road surface is damaged and needs attention,Tamil,Faded_Road_Marking,Low,Low,Medium,No,No,No,No,Resolved,GCC Roads,03-08-2026,Resurfacing,,legacy_record
CMP_001247,RD_00800,04-05-2026,21:14,12.9949,80.212648,Near Mylapore,Water remains on the road after rainfall,English,Waterlogging,Low,High,High,No,No,No,No,Open,GCC Roads,,,,legacy_record
CMP_001248,RD_00282,06-08-2026,14:49,12.902881,80.245037,Near Porur,Road surface is damaged and needs attention,Tamil-English,Missing_Manhole_Cover,High,High,High,No,No,No,No,Open,GCC Roads,,,,legacy_record
CMP_001249,RD_00273,24-07-2026,00:18,13.123199,80.19324,Near Medavakkam,Unsafe road condition reported by residents,Tamil,Damaged_Median,High,Medium,Low,No,No,No,No,Resolved,GCC Roads,12-08-2026,Resurfacing,,legacy_record
CMP_001250,RD_00899,12-05-2026,12:35,13.083718,80.163508,Near Medavakkam,Road defect requires inspection and repair,English,Obstruction,Critical,,Low,No,No,Yes,No,Open,GCC Roads,,,,legacy_record
CMP_001251,RD_00842,08-04-2026,04:43,12.924329,80.157446,Near Pallikaranai,Unsafe road condition reported by residents,Tamil-English,Missing_Road_Marking,Low,Medium,High,No,No,No,No,Resolved,GCC Roads,28-04-2026,Resurfacing,,legacy_record
CMP_001252,RD_00893,24-02-2026,20:59,12.954322,80.248795,Near Porur,Excavation work is affecting traffic,Tamil,Utility_Excavation,High,Severe,Medium,No,No,No,No,Open,GCC Roads,,,,legacy_record
CMP_001253,RD_00420,11-08-2026,09:07,13.147923,80.258738,Near Taramani,Severe waterlogging affecting traffic movement,English,Waterlogging,Medium,Medium,High,No,No,No,No,Open,GCC Roads,,,,legacy_record
CMP_001254,RD_00312,28-01-2026,14:26,13.143113,80.240006,Near Besant Nagar,Road condition is worsening at this location,Tamil,Faded_Road_Marking,High,High,Critical,No,No,No,No,Open,GCC Roads,,,,legacy_record
CMP_001255,RD_00278,16-07-2026,07:05,12.999776,80.194845,Near Medavakkam,Road surface is damaged and needs attention,English,Damaged_Curb,Medium,Medium,Low,No,No,No,No,Resolved,GCC Roads,24-07-2026,Resurfacing,,legacy_record
CMP_001256,RD_00008,30-03-2026,07:12,13.081755,80.265996,Near Porur,Unsafe road condition reported by residents,Tamil,Other,Medium,Medium,Medium,No,No,No,No,Open,GCC Roads,,,,legacy_record
