event_id,road_segment_id,event_date,event_type,department,contractor,work_description,work_status,start_date,completion_date,reference_number,estimated_cost,road_cutting,restoration_required,restoration_completed,notes
EVT_000223,RD_00073,13-05-2026,Road_Cutting,Chennai Metro Water,Contractor_03,Pothole filling,Completed,13-05-2026,23-05-2026,GCC/ROAD/2026/8050,683308,Yes,Yes,Yes,Synthetic prototype intervention record
EVT_000224,RD_00300,11-01-2026,Resurfacing,GCC Roads,Contractor_28,Emergency road repair,Completed,11-01-2026,12-01-2026,GCC/ROAD/2026/3382,571149,No,No,N/A,Synthetic prototype intervention record
EVT_000225,RD_00054,19-02-2026,Road_Restoration,Chennai Metro Water,Contractor_05,Utility excavation and restoration,Completed,19-02-2026,04-03-2026,GCC/ROAD/2026/9726,480393,No,No,N/A,Synthetic prototype intervention record
EVT_000226,RD_00764,18-07-2026,Utility_Excavation,TANGEDCO,Contractor_18,Drainage maintenance,Completed,18-07-2026,23-07-2026,GCC/ROAD/2026/1483,213072,Yes,Yes,Yes,Synthetic prototype intervention record
EVT_000227,RD_00321,04-01-2026,Drainage_Work,Chennai Metro Water,Contractor_28,Emergency road repair,Completed,04-01-2026,11-01-2026,GCC/ROAD/2026/7188,511270,No,No,N/A,Synthetic prototype intervention record
EVT_000228,RD_00297,30-03-2026,Road_Repair,GCC Roads,Contractor_27,Utility excavation and restoration,Completed,30-03-2026,10-04-2026,GCC/ROAD/2026/4579,258868,No,No,N/A,Synthetic prototype intervention record
EVT_000229,RD_00044,10-08-2026,Emergency_Repair,GCC Roads,Contractor_10,Emergency road repair,Completed,10-08-2026,17-08-2026,GCC/ROAD/2026/7495,114862,No,No,N/A,Synthetic prototype intervention record
EVT_000230,RD_00282,24-08-2026,Road_Restoration,Chennai Metro Water,Contractor_01,Utility excavation and restoration,Completed,24-08-2026,25-08-2026,GCC/ROAD/2026/9740,590952,No,No,N/A,Synthetic prototype intervention record
EVT_000231,RD_00943,13-07-2026,Pothole_Repair,GCC Roads,Contractor_05,Emergency road repair,Completed,13-07-2026,24-07-2026,GCC/ROAD/2026/1826,109970,No,No,N/A,Synthetic prototype intervention record
EVT_000232,RD_00391,04-07-2026,Road_Restoration,TANGEDCO,Contractor_28,Drainage maintenance,Completed,04-07-2026,10-07-2026,GCC/ROAD/2026/6604,132409,No,No,N/A,Synthetic prototype intervention record
EVT_000233,RD_00236,14-04-2026,Pothole_Repair,GCC Roads,Contractor_08,Road resurfacing,Completed,14-04-2026,26-04-2026,GCC/ROAD/2026/7846,681127,No,No,N/A,Synthetic prototype intervention record
EVT_000234,RD_00282,19-08-2026,Resurfacing,GCC Roads,Contractor_28,Drainage maintenance,Completed,19-08-2026,28-08-2026,GCC/ROAD/2026/8945,399156,No,No,N/A,Synthetic prototype intervention record
EVT_000235,RD_00963,31-08-2026,Resurfacing,GCC Roads,Contractor_09,Emergency road repair,Completed,31-08-2026,09-09-2026,GCC/ROAD/2026/8856,318642,No,No,N/A,Synthetic prototype intervention record
EVT_000236,RD_00033,30-06-2026,Utility_Work,TANGEDCO,Contractor_23,Drainage maintenance,Completed,30-06-2026,09-07-2026,GCC/ROAD/2026/5743,688322,Yes,Yes,Yes,Synthetic prototype intervention record
EVT_000237,RD_00938,28-01-2026,Road_Repair,GCC Roads,Contractor_19,Drainage maintenance,Completed,28-01-2026,09-02-2026,GCC/ROAD/2026/6924,502466,No,No,N/A,Synthetic prototype intervention record
EVT_000238,RD_00748,01-04-2026,Road_Repair,GCC Roads,Contractor_27,Surface repair and maintenance,Completed,01-04-2026,05-04-2026,GCC/ROAD/2026/3062,537883,No,No,N/A,Synthetic prototype intervention record
EVT_000239,RD_00755,10-08-2026,Resurfacing,GCC Roads,Contractor_26,Pothole filling,Completed,10-08-2026,22-08-2026,GCC/ROAD/2026/9887,508382,No,No,N/A,Synthetic prototype intervention record
EVT_000240,RD_00067,21-02-2026,Pothole_Repair,GCC Roads,Contractor_21,Road resurfacing,Completed,21-02-2026,27-02-2026,GCC/ROAD/2026/7195,586878,No,No,N/A,Synthetic prototype intervention record
EVT_000241,RD_00688,20-02-2026,Road_Cutting,TANGEDCO,Contractor_11,Pothole filling,Completed,20-02-2026,21-02-2026,GCC/ROAD/2026/3830,721560,Yes,Yes,No,Synthetic prototype intervention record
EVT_000242,RD_00611,26-06-2026,Road_Repair,GCC Roads,Contractor_28,Pothole filling,Completed,26-06-2026,03-07-2026,GCC/ROAD/2026/6006,337706,No,No,N/A,Synthetic prototype intervention record
EVT_000243,RD_00896,25-08-2026,Road_Cutting,Telecom Utility,Contractor_17,Surface repair and maintenance,Completed,25-08-2026,31-08-2026,GCC/ROAD/2026/8014,517121,Yes,Yes,Yes,Synthetic prototype intervention record
EVT_000244,RD_00591,30-08-2026,Utility_Excavation,Telecom Utility,Contractor_21,Road resurfacing,Completed,30-08-2026,04-09-2026,GCC/ROAD/2026/1697,525365,Yes,Yes,Yes,Synthetic prototype intervention record
EVT_000245,RD_00531,28-03-2026,Utility_Excavation,TANGEDCO,Contractor_06,Utility excavation and restoration,Completed,28-03-2026,03-04-2026,GCC/ROAD/2026/2933,78932,Yes,Yes,No,Synthetic prototype intervention record
EVT_000246,RD_00736,20-08-2026,Road_Repair,GCC Roads,Contractor_24,Utility excavation and restoration,Completed,20-08-2026,02-09-2026,GCC/ROAD/2026/1939,422947,No,No,N/A,Synthetic prototype intervention record
EVT_000247,RD_00238,09-02-2026,Road_Repair,GCC Roads,Contractor_13,Surface repair and maintenance,Completed,09-02-2026,21-02-2026,GCC/ROAD/2026/7762,175914,No,No,N/A,Synthetic prototype intervention record
EVT_000248,RD_00375,28-06-2026,Road_Repair,GCC Roads,Contractor_09,Road resurfacing,Completed,28-06-2026,01-07-2026,GCC/ROAD/2026/4283,437958,No,No,N/A,Synthetic prototype intervention record
EVT_000249,RD_00035,31-08-2026,Road_Repair,GCC Roads,Contractor_15,Emergency road repair,Completed,31-08-2026,09-09-2026,GCC/ROAD/2026/3690,86814,No,No,N/A,Synthetic prototype intervention record
EVT_000250,RD_00493,19-04-2026,Road_Repair,GCC Roads,Contractor_28,Surface repair and maintenance,Completed,19-04-2026,03-05-2026,GCC/ROAD/2026/6649,93054,No,No,N/A,Synthetic prototype intervention record
EVT_000251,RD_00507,19-03-2026,Utility_Excavation,Chennai Metro Water,Contractor_21,Drainage maintenance,Completed,19-03-2026,31-03-2026,GCC/ROAD/2026/8553,441057,Yes,Yes,Yes,Synthetic prototype intervention record
EVT_000252,RD_00945,19-05-2026,Resurfacing,GCC Roads,Contractor_27,Utility excavation and restoration,Completed,19-05-2026,21-05-2026,GCC/ROAD/2026/9019,271135,No,No,N/A,Synthetic prototype intervention record
EVT_000253,RD_00117,20-08-2026,Resurfacing,GCC Roads,Contractor_27,Emergency road repair,Completed,20-08-2026,25-08-2026,GCC/ROAD/2026/2933,153906,No,No,N/A,Synthetic prototype intervention record
EVT_000254,RD_00669,11-07-2026,Road_Repair,GCC Roads,Contractor_08,Utility excavation and restoration,Completed,11-07-2026,23-07-2026,GCC/ROAD/2026/4202,514092,No,No,N/A,Synthetic prototype intervention record
EVT_000255,RD_00335,30-04-2026,Pothole_Repair,GCC Roads,Contractor_09,Drainage maintenance,Completed,30-04-2026,12-05-2026,GCC/ROAD/2026/8374,480708,No,No,N/A,Synthetic prototype intervention record
EVT_000256,RD_00866,24-01-2026,Road_Restoration,Chennai Metro Water,Contractor_01,Drainage maintenance,Completed,24-01-2026,07-02-2026,GCC/ROAD/2026/2383,345231,No,No,N/A,Synthetic prototype intervention record
EVT_000257,RD_00336,15-04-2026,Road_Repair,GCC Roads,Contractor_16,Pothole filling,Completed,15-04-2026,27-04-2026,GCC/ROAD/2026/8543,395175,No,No,N/A,Synthetic prototype intervention record
EVT_000258,RD_00451,02-03-2026,Resurfacing,GCC Roads,Contractor_05,Road resurfacing,Completed,02-03-2026,05-03-2026,GCC/ROAD/2026/7270,205124,No,No,N/A,Synthetic prototype intervention record
EVT_000259,RD_00372,13-08-2026,Utility_Excavation,Other Utility Agency,Contractor_12,Pothole filling,Completed,13-08-2026,27-08-2026,GCC/ROAD/2026/4286,719963,Yes,Yes,No,Synthetic prototype intervention record
EVT_000260,RD_00732,13-06-2026,Resurfacing,GCC Roads,Contractor_26,Road resurfacing,Completed,13-06-2026,25-06-2026,GCC/ROAD/2026/7905,80402,No,No,N/A,Synthetic prototype intervention record
EVT_000261,RD_00337,23-01-2026,Resurfacing,GCC Roads,Contractor_04,Pothole filling,Completed,23-01-2026,27-01-2026,GCC/ROAD/2026/3674,475968,No,No,N/A,Synthetic prototype intervention record
EVT_000262,RD_00649,10-05-2026,Road_Repair,GCC Roads,Contractor_29,Road resurfacing,Completed,10-05-2026,13-05-2026,GCC/ROAD/2026/6998,251967,No,No,N/A,Synthetic prototype intervention record
EVT_000263,RD_00328,21-04-2026,Pothole_Repair,GCC Roads,Contractor_05,Surface repair and maintenance,Completed,21-04-2026,28-04-2026,GCC/ROAD/2026/8825,473407,No,No,N/A,Synthetic prototype intervention record
EVT_000264,RD_00900,01-01-2026,Road_Repair,GCC Roads,Contractor_05,Road resurfacing,Completed,01-01-2026,14-01-2026,GCC/ROAD/2026/1607,527425,No,No,N/A,Synthetic prototype intervention record
EVT_000265,RD_00459,12-08-2026,Road_Repair,GCC Roads,Contractor_29,Emergency road repair,Completed,12-08-2026,17-08-2026,GCC/ROAD/2026/8427,87265,No,No,N/A,Synthetic prototype intervention record
EVT_000266,RD_00352,05-02-2026,Road_Repair,GCC Roads,Contractor_13,Drainage maintenance,Completed,05-02-2026,18-02-2026,GCC/ROAD/2026/9343,724327,No,No,N/A,Synthetic prototype intervention record
EVT_000267,RD_00277,08-01-2026,Utility_Work,Telecom Utility,Contractor_06,Surface repair and maintenance,Completed,08-01-2026,10-01-2026,GCC/ROAD/2026/4752,376898,Yes,Yes,No,Synthetic prototype intervention record
EVT_000268,RD_00855,29-07-2026,Road_Cutting,Chennai Metro Water,Contractor_12,Utility excavation and restoration,Completed,29-07-2026,01-08-2026,GCC/ROAD/2026/4575,609937,Yes,Yes,Yes,Synthetic prototype intervention record
EVT_000269,RD_00433,04-03-2026,Road_Repair,GCC Roads,Contractor_03,Drainage maintenance,Completed,04-03-2026,05-03-2026,GCC/ROAD/2026/1638,377085,No,No,N/A,Synthetic prototype intervention record
EVT_000270,RD_00571,29-07-2026,Pothole_Repair,GCC Roads,Contractor_12,Pothole filling,Completed,29-07-2026,10-08-2026,GCC/ROAD/2026/9809,192761,No,No,N/A,Synthetic prototype intervention record
EVT_000271,RD_00230,27-05-2026,Road_Repair,GCC Roads,Contractor_19,Road resurfacing,Completed,27-05-2026,10-06-2026,GCC/ROAD/2026/3655,201866,No,No,N/A,Synthetic prototype intervention record
EVT_000272,RD_00616,11-04-2026,Utility_Work,TANGEDCO,Contractor_06,Drainage maintenance,Completed,11-04-2026,24-04-2026,GCC/ROAD/2026/4926,273103,Yes,Yes,Yes,Synthetic prototype intervention record
EVT_000273,RD_00496,17-03-2026,Road_Restoration,Other Utility Agency,Contractor_08,Utility excavation and restoration,Completed,17-03-2026,22-03-2026,GCC/ROAD/2026/5513,397157,No,No,N/A,Synthetic prototype intervention record
EVT_000274,RD_00168,23-03-2026,Utility_Excavation,Chennai Metro Water,Contractor_03,Emergency road repair,Completed,23-03-2026,27-03-2026,GCC/ROAD/2026/2843,580229,Yes,Yes,Yes,Synthetic prototype intervention record
EVT_000275,RD_00286,21-05-2026,Road_Cutting,Other Utility Agency,Contractor_18,Road resurfacing,Completed,21-05-2026,24-05-2026,GCC/ROAD/2026/1529,706820,Yes,Yes,Yes,Synthetic prototype intervention record
EVT_000276,RD_00623,17-04-2026,Utility_Excavation,Chennai Metro Water,Contractor_28,Drainage maintenance,Completed,17-04-2026,24-04-2026,GCC/ROAD/2026/8509,553941,Yes,Yes,Yes,Synthetic prototype intervention record
EVT_000277,RD_00532,26-07-2026,Utility_Work,Chennai Metro Water,Contractor_23,Emergency road repair,Completed,26-07-2026,31-07-2026,GCC/ROAD/2026/1781,526793,Yes,Yes,Yes,Synthetic prototype intervention record
EVT_000278,RD_00984,22-02-2026,Utility_Excavation,TANGEDCO,Contractor_25,Utility excavation and restoration,Completed,22-02-2026,03-03-2026,GCC/ROAD/2026/4561,608828,Yes,Yes,Yes,Synthetic prototype intervention record
EVT_000279,RD_00246,14-07-2026,Pothole_Repair,GCC Roads,Contractor_05,Road resurfacing,Completed,14-07-2026,18-07-2026,GCC/ROAD/2026/4747,154795,No,No,N/A,Synthetic prototype intervention record
EVT_000280,RD_00216,26-03-2026,Road_Repair,GCC Roads,Contractor_23,Utility excavation and restoration,Completed,26-03-2026,28-03-2026,GCC/ROAD/2026/7518,596247,No,No,N/A,Synthetic prototype intervention record
EVT_000281,RD_00925,28-05-2026,Pothole_Repair,GCC Roads,Contractor_04,Surface repair and maintenance,Completed,28-05-2026,30-05-2026,GCC/ROAD/2026/1045,372963,No,No,N/A,Synthetic prototype intervention record
EVT_000282,RD_00800,08-07-2026,Road_Repair,GCC Roads,Contractor_08,Surface repair and maintenance,Completed,08-07-2026,21-07-2026,GCC/ROAD/2026/5006,549683,No,No,N/A,Synthetic prototype intervention record
EVT_000283,RD_00735,24-06-2026,Utility_Work,Chennai Metro Water,Contractor_28,Utility excavation and restoration,Completed,24-06-2026,02-07-2026,GCC/ROAD/2026/5804,537457,Yes,Yes,No,Synthetic prototype intervention record
EVT_000284,RD_00642,21-04-2026,Road_Cutting,TANGEDCO,Contractor_01,Pothole filling,Completed,21-04-2026,23-04-2026,GCC/ROAD/2026/1291,35442,Yes,Yes,No,Synthetic prototype intervention record
EVT_000285,RD_00694,01-09-2026,Utility_Excavation,Telecom Utility,Contractor_05,Pothole filling,Completed,01-09-2026,15-09-2026,GCC/ROAD/2026/6775,38208,Yes,Yes,Yes,Synthetic prototype intervention record
EVT_000286,RD_00829,19-07-2026,Pothole_Repair,GCC Roads,Contractor_18,Drainage maintenance,Completed,19-07-2026,28-07-2026,GCC/ROAD/2026/8782,58197,No,No,N/A,Synthetic prototype intervention record
EVT_000287,RD_00591,23-05-2026,Resurfacing,GCC Roads,Contractor_25,Drainage maintenance,Completed,23-05-2026,25-05-2026,GCC/ROAD/2026/5128,211621,No,No,N/A,Synthetic prototype intervention record
EVT_000288,RD_00766,02-06-2026,Pothole_Repair,GCC Roads,Contractor_12,Pothole filling,Completed,02-06-2026,07-06-2026,GCC/ROAD/2026/7459,534847,No,No,N/A,Synthetic prototype intervention record
EVT_000289,RD_00776,23-01-2026,Road_Restoration,Chennai Metro Water,Contractor_27,Road resurfacing,Completed,23-01-2026,02-02-2026,GCC/ROAD/2026/3104,433111,No,No,N/A,Synthetic prototype intervention record
EVT_000290,RD_00709,17-02-2026,Road_Restoration,TANGEDCO,Contractor_25,Road resurfacing,Completed,17-02-2026,21-02-2026,GCC/ROAD/2026/8653,499330,No,No,N/A,Synthetic prototype intervention record
EVT_000291,RD_00115,16-01-2026,Resurfacing,GCC Roads,Contractor_16,Emergency road repair,Completed,16-01-2026,29-01-2026,GCC/ROAD/2026/6842,363929,No,No,N/A,Synthetic prototype intervention record
EVT_000292,RD_00432,26-07-2026,Road_Cutting,TANGEDCO,Contractor_10,Road resurfacing,Completed,26-07-2026,27-07-2026,GCC/ROAD/2026/1500,275261,Yes,Yes,Yes,Synthetic prototype intervention record
EVT_000293,RD_00846,16-08-2026,Road_Repair,GCC Roads,Contractor_27,Road resurfacing,Completed,16-08-2026,21-08-2026,GCC/ROAD/2026/5092,111312,No,No,N/A,Synthetic prototype intervention record
EVT_000294,RD_00221,12-05-2026,Drainage_Work,Telecom Utility,Contractor_05,Pothole filling,Completed,12-05-2026,22-05-2026,GCC/ROAD/2026/4041,235179,No,No,N/A,Synthetic prototype intervention record
EVT_000295,RD_00316,30-03-2026,Resurfacing,GCC Roads,Contractor_23,Pothole filling,Completed,30-03-2026,07-04-2026,GCC/ROAD/2026/3416,46633,No,No,N/A,Synthetic prototype intervention record
EVT_000296,RD_00167,04-08-2026,Road_Repair,GCC Roads,Contractor_14,Utility excavation and restoration,Completed,04-08-2026,16-08-2026,GCC/ROAD/2026/7503,169408,No,No,N/A,Synthetic prototype intervention record
EVT_000297,RD_00319,01-07-2026,Road_Restoration,Other Utility Agency,Contractor_14,Surface repair and maintenance,Completed,01-07-2026,15-07-2026,GCC/ROAD/2026/6261,343938,No,No,N/A,Synthetic prototype intervention record
EVT_000298,RD_00873,21-02-2026,Road_Restoration,Other Utility Agency,Contractor_03,Surface repair and maintenance,Completed,21-02-2026,02-03-2026,GCC/ROAD/2026/3677,59561,No,No,N/A,Synthetic prototype intervention record
EVT_000299,RD_00181,20-05-2026,Resurfacing,GCC Roads,Contractor_01,Pothole filling,Completed,20-05-2026,03-06-2026,GCC/ROAD/2026/5053,136496,No,No,N/A,Synthetic prototype intervention record
EVT_000300,RD_00732,19-03-2026,Drainage_Work,Chennai Metro Water,Contractor_01,Emergency road repair,Completed,19-03-2026,23-03-2026,GCC/ROAD/2026/3716,132974,No,No,N/A,Synthetic prototype intervention record
EVT_000301,RD_00822,14-08-2026,Emergency_Repair,GCC Roads,Contractor_11,Surface repair and maintenance,Completed,14-08-2026,19-08-2026,GCC/ROAD/2026/8402,491447,No,No,N/A,Synthetic prototype intervention record
EVT_000302,RD_00915,05-08-2026,Drainage_Work,Other Utility Agency,Contractor_13,Emergency road repair,Completed,05-08-2026,09-08-2026,GCC/ROAD/2026/5162,211849,No,No,N/A,Synthetic prototype intervention record
EVT_000303,RD_00334,18-04-2026,Road_Cutting,Telecom Utility,Contractor_28,Emergency road repair,Completed,18-04-2026,28-04-2026,GCC/ROAD/2026/2797,679815,Yes,Yes,Yes,Synthetic prototype intervention record
EVT_000304,RD_00544,22-08-2026,Resurfacing,GCC Roads,Contractor_29,Surface repair and maintenance,Completed,22-08-2026,23-08-2026,GCC/ROAD/2026/6506,108176,No,No,N/A,Synthetic prototype intervention record
EVT_000305,RD_00994,18-07-2026,Drainage_Work,Telecom Utility,Contractor_29,Pothole filling,Completed,18-07-2026,27-07-2026,GCC/ROAD/2026/6935,547222,No,No,N/A,Synthetic prototype intervention record
EVT_000306,RD_00136,26-03-2026,Road_Repair,GCC Roads,Contractor_20,Utility excavation and restoration,Completed,26-03-2026,31-03-2026,GCC/ROAD/2026/5441,590055,No,No,N/A,Synthetic prototype intervention record
EVT_000307,RD_00172,19-04-2026,Road_Cutting,TANGEDCO,Contractor_21,Pothole filling,Completed,19-04-2026,30-04-2026,GCC/ROAD/2026/5739,493017,Yes,Yes,Yes,Synthetic prototype intervention record
EVT_000308,RD_00271,11-03-2026,Utility_Excavation,TANGEDCO,Contractor_19,Emergency road repair,Completed,11-03-2026,25-03-2026,GCC/ROAD/2026/6336,108247,Yes,Yes,Yes,Synthetic prototype intervention record
EVT_000309,RD_00884,25-01-2026,Road_Repair,GCC Roads,Contractor_16,Pothole filling,Completed,25-01-2026,06-02-2026,GCC/ROAD/2026/4613,371869,No,No,N/A,Synthetic prototype intervention record
EVT_000310,RD_00578,23-03-2026,Road_Repair,GCC Roads,Contractor_29,Utility excavation and restoration,Completed,23-03-2026,06-04-2026,GCC/ROAD/2026/9341,452985,No,No,N/A,Synthetic prototype intervention record
EVT_000311,RD_00160,14-04-2026,Road_Restoration,Chennai Metro Water,Contractor_22,Pothole filling,Completed,14-04-2026,24-04-2026,GCC/ROAD/2026/7972,661894,No,No,N/A,Synthetic prototype intervention record
EVT_000312,RD_00578,15-07-2026,Road_Repair,GCC Roads,Contractor_02,Drainage maintenance,Completed,15-07-2026,23-07-2026,GCC/ROAD/2026/2109,538763,No,No,N/A,Synthetic prototype intervention record
EVT_000313,RD_00734,27-07-2026,Utility_Work,Other Utility Agency,Contractor_18,Road resurfacing,Completed,27-07-2026,03-08-2026,GCC/ROAD/2026/8049,494069,Yes,Yes,Yes,Synthetic prototype intervention record
EVT_000314,RD_00621,03-01-2026,Road_Cutting,Chennai Metro Water,Contractor_13,Emergency road repair,Completed,03-01-2026,13-01-2026,GCC/ROAD/2026/7186,613881,Yes,Yes,Yes,Synthetic prototype intervention record
EVT_000315,RD_00879,06-04-2026,Road_Repair,GCC Roads,Contractor_03,Drainage maintenance,Completed,06-04-2026,07-04-2026,GCC/ROAD/2026/6662,365961,No,No,N/A,Synthetic prototype intervention record
EVT_000316,RD_00712,06-05-2026,Construction,Other Utility Agency,Contractor_22,Pothole filling,Completed,06-05-2026,16-05-2026,GCC/ROAD/2026/9966,102976,No,No,N/A,Synthetic prototype intervention record
EVT_000317,RD_00425,06-05-2026,Drainage_Work,Chennai Metro Water,Contractor_02,Surface repair and maintenance,Completed,06-05-2026,17-05-2026,GCC/ROAD/2026/6049,566461,No,No,N/A,Synthetic prototype intervention record
EVT_000318,RD_00417,01-03-2026,Road_Repair,GCC Roads,Contractor_29,Pothole filling,Completed,01-03-2026,06-03-2026,GCC/ROAD/2026/2522,589544,No,No,N/A,Synthetic prototype intervention record
EVT_000319,RD_00209,24-04-2026,Resurfacing,GCC Roads,Contractor_27,Drainage maintenance,Completed,24-04-2026,30-04-2026,GCC/ROAD/2026/6315,106733,No,No,N/A,Synthetic prototype intervention record
EVT_000320,RD_00718,14-02-2026,Utility_Work,Chennai Metro Water,Contractor_23,Utility excavation and restoration,Completed,14-02-2026,24-02-2026,GCC/ROAD/2026/6449,426896,Yes,Yes,Yes,Synthetic prototype intervention record
EVT_000321,RD_00525,30-08-2026,Utility_Work,Chennai Metro Water,Contractor_13,Road resurfacing,Completed,30-08-2026,04-09-2026,GCC/ROAD/2026/6688,109386,Yes,Yes,Yes,Synthetic prototype intervention record
EVT_000322,RD_00232,11-08-2026,Resurfacing,GCC Roads,Contractor_09,Pothole filling,Completed,11-08-2026,12-08-2026,GCC/ROAD/2026/1615,398602,No,No,N/A,Synthetic prototype intervention record
EVT_000323,RD_00690,11-04-2026,Utility_Work,Telecom Utility,Contractor_26,Surface repair and maintenance,Completed,11-04-2026,19-04-2026,GCC/ROAD/2026/1793,318151,Yes,Yes,Yes,Synthetic prototype intervention record
EVT_000324,RD_00045,18-03-2026,Resurfacing,GCC Roads,Contractor_15,Road resurfacing,Completed,18-03-2026,30-03-2026,GCC/ROAD/2026/7841,498904,No,No,N/A,Synthetic prototype intervention record
EVT_000325,RD_00056,05-08-2026,Road_Restoration,Other Utility Agency,Contractor_23,Pothole filling,Completed,05-08-2026,15-08-2026,GCC/ROAD/2026/2274,462971,No,No,N/A,Synthetic prototype intervention record
EVT_000326,RD_00953,20-03-2026,Road_Cutting,TANGEDCO,Contractor_23,Utility excavation and restoration,Completed,20-03-2026,23-03-2026,GCC/ROAD/2026/4921,426519,Yes,Yes,Yes,Synthetic prototype intervention record
EVT_000327,RD_00757,21-08-2026,Road_Repair,GCC Roads,Contractor_07,Drainage maintenance,Completed,21-08-2026,22-08-2026,GCC/ROAD/2026/7866,360676,No,No,N/A,Synthetic prototype intervention record
EVT_000328,RD_00387,20-01-2026,Construction,Telecom Utility,Contractor_19,Utility excavation and restoration,Completed,20-01-2026,23-01-2026,GCC/ROAD/2026/2700,492734,No,No,N/A,Synthetic prototype intervention record
EVT_000329,RD_00040,17-02-2026,Pothole_Repair,GCC Roads,Contractor_28,Utility excavation and restoration,Completed,17-02-2026,20-02-2026,GCC/ROAD/2026/4400,422663,No,No,N/A,Synthetic prototype intervention record
EVT_000330,RD_00876,13-03-2026,Drainage_Work,Other Utility Agency,Contractor_22,Utility excavation and restoration,Completed,13-03-2026,16-03-2026,GCC/ROAD/2026/5071,408688,No,No,N/A,Synthetic prototype intervention record
EVT_000331,RD_00419,02-01-2026,Resurfacing,GCC Roads,Contractor_02,Road resurfacing,Completed,02-01-2026,04-01-2026,GCC/ROAD/2026/6918,151539,No,No,N/A,Synthetic prototype intervention record
EVT_000332,RD_00865,10-02-2026,Pothole_Repair,GCC Roads,Contractor_08,Emergency road repair,Completed,10-02-2026,11-02-2026,GCC/ROAD/2026/3539,505774,No,No,N/A,Synthetic prototype intervention record
EVT_000333,RD_00144,16-01-2026,Road_Restoration,TANGEDCO,Contractor_21,Emergency road repair,Completed,16-01-2026,18-01-2026,GCC/ROAD/2026/3062,254719,No,No,N/A,Synthetic prototype intervention record
EVT_000334,RD_00247,31-01-2026,Resurfacing,GCC Roads,Contractor_05,Utility excavation and restoration,Completed,31-01-2026,06-02-2026,GCC/ROAD/2026/5642,749005,No,No,N/A,Synthetic prototype intervention record
EVT_000335,RD_00707,23-03-2026,Resurfacing,GCC Roads,Contractor_08,Surface repair and maintenance,Completed,23-03-2026,25-03-2026,GCC/ROAD/2026/2548,157378,No,No,N/A,Synthetic prototype intervention record
EVT_000336,RD_00236,03-04-2026,Utility_Work,Telecom Utility,Contractor_11,Pothole filling,Completed,03-04-2026,14-04-2026,GCC/ROAD/2026/3616,398648,Yes,Yes,No,Synthetic prototype intervention record
EVT_000337,RD_00513,30-03-2026,Resurfacing,GCC Roads,Contractor_02,Emergency road repair,Completed,30-03-2026,01-04-2026,GCC/ROAD/2026/4845,627191,No,No,N/A,Synthetic prototype intervention record
EVT_000338,RD_00706,23-03-2026,Drainage_Work,Telecom Utility,Contractor_28,Pothole filling,Completed,23-03-2026,02-04-2026,GCC/ROAD/2026/7878,53329,No,No,N/A,Synthetic prototype intervention record
EVT_000339,RD_00806,30-05-2026,Road_Cutting,Other Utility Agency,Contractor_02,Utility excavation and restoration,Completed,30-05-2026,12-06-2026,GCC/ROAD/2026/4039,144183,Yes,Yes,Yes,Synthetic prototype intervention record
EVT_000340,RD_00962,29-01-2026,Road_Repair,GCC Roads,Contractor_21,Pothole filling,Completed,29-01-2026,01-02-2026,GCC/ROAD/2026/8516,266377,No,No,N/A,Synthetic prototype intervention record
EVT_000341,RD_00337,04-07-2026,Emergency_Repair,GCC Roads,Contractor_26,Road resurfacing,Completed,04-07-2026,17-07-2026,GCC/ROAD/2026/1916,31431,No,No,N/A,Synthetic prototype intervention record
EVT_000342,RD_00101,10-02-2026,Utility_Excavation,TANGEDCO,Contractor_13,Road resurfacing,Completed,10-02-2026,18-02-2026,GCC/ROAD/2026/6738,507593,Yes,Yes,Yes,Synthetic prototype intervention record
EVT_000343,RD_00364,14-03-2026,Utility_Excavation,Other Utility Agency,Contractor_02,Surface repair and maintenance,Completed,14-03-2026,28-03-2026,GCC/ROAD/2026/2006,53632,Yes,Yes,Yes,Synthetic prototype intervention record
EVT_000344,RD_00912,07-02-2026,Construction,Other Utility Agency,Contractor_02,Utility excavation and restoration,Completed,07-02-2026,17-02-2026,GCC/ROAD/2026/3780,648928,No,No,N/A,Synthetic prototype intervention record
EVT_000345,RD_00956,05-01-2026,Road_Repair,GCC Roads,Contractor_07,Drainage maintenance,Completed,05-01-2026,12-01-2026,GCC/ROAD/2026/3357,735527,No,No,N/A,Synthetic prototype intervention record
EVT_000346,RD_00820,13-01-2026,Utility_Excavation,Telecom Utility,Contractor_24,Drainage maintenance,Completed,13-01-2026,23-01-2026,GCC/ROAD/2026/4542,243943,Yes,Yes,Yes,Synthetic prototype intervention record
EVT_000347,RD_00148,19-05-2026,Utility_Work,Telecom Utility,Contractor_03,Drainage maintenance,Completed,19-05-2026,29-05-2026,GCC/ROAD/2026/7854,296877,Yes,Yes,Yes,Synthetic prototype intervention record
EVT_000348,RD_00520,15-01-2026,Road_Repair,GCC Roads,Contractor_10,Pothole filling,Completed,15-01-2026,19-01-2026,GCC/ROAD/2026/9986,179051,No,No,N/A,Synthetic prototype intervention record
EVT_000349,RD_00884,13-06-2026,Drainage_Work,TANGEDCO,Contractor_01,Surface repair and maintenance,Completed,13-06-2026,19-06-2026,GCC/ROAD/2026/3422,347516,No,No,N/A,Synthetic prototype intervention record
